ตำแหน่ง,กลุ่ม,ลำดับ,ชื่อวิชา/หัวข้อ,ประเภทที่ต้องตรวจ,สถานะลิงก์คลิปในชีต,สถานะเอกสาร,ลิงก์โพสต์/กลุ่มในชีต,ลงคลิป(คอลัมน์ชีต),มีคลิปในเครื่อง?,ระดับการจับคู่,คะแนน,คลิปที่น่าจะตรงที่สุด,path คลิป,คำที่เจอ,ปีในคลิป,หมายเหตุ,อัปเดตล่าสุด
สปสธ. นักวิชาการเงิน,สปสธ. นักวิชาการเงินและบัญชีปฏิบัติการ,7,พระราชบัญญัติ หลักประกันสุขภาพแห่งชาติ พ.ศ. 2545,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/1367944345162798/announcements,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปสธ. นักวิชาการเงิน,สปสธ. นักวิชาการเงินและบัญชีปฏิบัติการ,8,พระราชบัญญัติ ประกันสังคม พ.ศ. 2533 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/1367944345162798/announcements,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปอว. นักทรัพย์,สปอว. นักทรัพย์,1,ความรู้เกี่ยวกับกระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม และสำนักงานปลัดกระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1292524806345928/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปอว. นักทรัพย์,สปอว. นักทรัพย์,9,พระราชบัญญัติ ระเบียบบริหารราชการกระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม พ.ศ. 2562 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1292524806345928/announcements?locale=th_TH,,มี,มีคลิปใกล้เคียง ต้องตรวจ,54,05_PDPA_ตัวเลือกสั้น_28042026.mp4,D:\ตัดแล้ว\เตรียมคลิป สป อว\05 พระราชบัญญัติ คุ้มครองข้อมูลส่วนบุคคล 2562 PDPA\05_PDPA_ตัวเลือกสั้น_28042026.mp4,2562 | อว,2562,,
สปอว. นักทรัพย์,สปอว. นักทรัพย์,12,ระเบียบกระทรวงการคลังว่าด้วยค่าใช้จ่ายในการฝึกอบรม การจัดงาน และการประชุม ระหว่างประเทศ พ.ศ. 2549 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1292524806345928/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปอว. นักทรัพย์,สปอว. นักทรัพย์,13,ระเบียบกระทรวงการคลังว่าด้วยการทำสัญญาและการชดใช้เงิน กรณีรับทุน ลาศึกษา ฝึกอบรม ปฏิบัติการวิจัย และปฏิบัติงานในองค์การระหว่างประเทศ พ.ศ. 2548,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1292524806345928/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปอว. นักทรัพย์,สปอว. นักทรัพย์,14,แผนด้านการอุดมศึกษาเพื่อผลิตและพัฒนากำลังคนของประเทศ ฉบับปรับปรุงล่าสุด พ.ศ. 2566-2570,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1292524806345928/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปอว. นักวิเคราะห์,สปอว. นักวิเคราะห์,1,ความรู้เกี่ยวกับกระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม และสำนักงานปลัดกระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/987982210353420/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปอว. นักวิเคราะห์,สปอว. นักวิเคราะห์,8,พระราชบัญญัติ ระเบียบบริหารราชการกระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม พ.ศ. 2562 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/987982210353420/announcements?locale=th_TH,,มี,มีคลิปใกล้เคียง ต้องตรวจ,54,05_PDPA_ตัวเลือกสั้น_28042026.mp4,D:\ตัดแล้ว\เตรียมคลิป สป อว\05 พระราชบัญญัติ คุ้มครองข้อมูลส่วนบุคคล 2562 PDPA\05_PDPA_ตัวเลือกสั้น_28042026.mp4,2562 | อว,2562,,
สปอว. นักวิเคราะห์,สปอว. นักวิเคราะห์,9,พระราชบัญญัติ ระเบียบข้าราชการพลเรือนในสถาบันอุดมศึกษา พ.ศ. 2547 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/987982210353420/announcements?locale=th_TH,,มี,มีคลิปใกล้เคียง ต้องตรวจ,42,พรบ.ขรกพลเรือน ครั้งที่ 1 ปภ.mp4,D:\ตัดแล้ว\เมษา 69\30042026\พรบ.ขรกพลเรือน ครั้งที่ 1 ปภ.mp4,พลเรือน | ก พ | กพ,,,
สปอว. นักวิเคราะห์,สปอว. นักวิเคราะห์,10,แผนด้านการอุดมศึกษาเพื่อผลิตและพัฒนากำลังคนของประเทศ ฉบับปรับปรุงล่าสุด พ.ศ. 2566-2570,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/987982210353420/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปอว. นักวิเคราะห์,สปอว. นักวิเคราะห์,11,แผนพัฒนาเศรษฐกิจและสังคมแห่งชาติ ฉบับที่ 13,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/987982210353420/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปอว. นักวิเคราะห์,สปอว. นักวิเคราะห์,12,ความรู้เกี่ยวกับการวิเคราะห์นโยบาย/ แผนงาน การจัดทำแผนงาน/ โครงการ/ การบริหาร,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/987982210353420/announcements?locale=th_TH,,มี,น่าจะตรง,71,08_นักวิเคราะห์อัยการ_อาจเกี่ยว.mp4,D:\ตัดแล้ว\เตรียมคลิป สป อว\08 วิเคราะห์นโยบาย แผนงาน โครงการ การบริหาร\08_นักวิเคราะห์อัยการ_อาจเกี่ยว.mp4,แผนงาน | โครงการ | การบริหาร,,,
สปอว. นักวิเคราะห์,สปอว. นักวิเคราะห์,13,กรอบนโยบายและยุทธศาสตร์การอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม พ.ศ. 2566-2570,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/987982210353420/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปอว. นักวิเคราะห์,สปอว. นักวิเคราะห์,14,พระราชบัญญัติ การอุดมศึกษา พ.ศ. 2562 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/987982210353420/announcements?locale=th_TH,,มี,ตรงมาก,75,05_PDPA_ตัวเลือกสั้น_28042026.mp4,D:\ตัดแล้ว\เตรียมคลิป สป อว\05 พระราชบัญญัติ คุ้มครองข้อมูลส่วนบุคคล 2562 PDPA\05_PDPA_ตัวเลือกสั้น_28042026.mp4,2562 | อว,2562,,
สปอว. นักวิเคราะห์,สปอว. นักวิเคราะห์,15,พระราชบัญญัติ สถาบันอุดมศึกษาเอกชน พ.ศ. 2546 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/987982210353420/announcements?locale=th_TH,,มี,ตรงมาก,75,06 - พระราชกฤษฎีกาว่าด้วยหลักเกณฑ์และวิธีการบริหารกิจการบ้านเมืองที่ดี พ.ศ. 2546.mp4,D:\ตัดแล้ว\เตรียมคลิป สป อว\06 - พระราชกฤษฎีกาว่าด้วยหลักเกณฑ์และวิธีการบริหารกิจการบ้านเมืองที่ดี พ.ศ. 2546.mp4,2546 | อว,2546,,
